Id,Province_State,Country_Region,Date,ConfirmedCases,Fatalities
14114,,Jamaica,04-02-2020,0,0
14115,,Jamaica,05-02-2020,0,0
14116,,Jamaica,06-02-2020,0,0
14117,,Jamaica,07-02-2020,0,0
14118,,Jamaica,08-02-2020,0,0
14119,,Jamaica,09-02-2020,0,0
14120,,Jamaica,10-02-2020,0,0
14121,,Jamaica,11-02-2020,0,0
14122,,Jamaica,12-02-2020,0,0
14123,,Jamaica,13-02-2020,0,0
14124,,Jamaica,14-02-2020,0,0
14125,,Jamaica,15-02-2020,0,0
14126,,Jamaica,16-02-2020,0,0
14127,,Jamaica,17-02-2020,0,0
14128,,Jamaica,18-02-2020,0,0
14129,,Jamaica,19-02-2020,0,0
14130,,Jamaica,20-02-2020,0,0
14131,,Jamaica,21-02-2020,0,0
14132,,Jamaica,22-02-2020,0,0
14133,,Jamaica,23-02-2020,0,0
14134,,Jamaica,24-02-2020,0,0
14135,,Jamaica,25-02-2020,0,0
14136,,Jamaica,26-02-2020,0,0
14137,,Jamaica,27-02-2020,0,0
14138,,Jamaica,28-02-2020,0,0
14139,,Jamaica,29-02-2020,0,0
14140,,Jamaica,01-03-2020,0,0
14141,,Jamaica,02-03-2020,0,0
14142,,Jamaica,03-03-2020,0,0
14143,,Jamaica,04-03-2020,0,0
14144,,Jamaica,05-03-2020,0,0
14145,,Jamaica,06-03-2020,0,0
14146,,Jamaica,07-03-2020,0,0
14147,,Jamaica,08-03-2020,0,0
14148,,Jamaica,09-03-2020,0,0
14149,,Jamaica,10-03-2020,0,0
14150,,Jamaica,11-03-2020,1,0
14151,,Jamaica,12-03-2020,2,0
14152,,Jamaica,13-03-2020,8,0
14153,,Jamaica,14-03-2020,8,0
14154,,Jamaica,15-03-2020,10,0
14155,,Jamaica,16-03-2020,10,0
14156,,Jamaica,17-03-2020,12,0
14157,,Jamaica,18-03-2020,13,0
14158,,Jamaica,19-03-2020,15,1
14159,,Jamaica,20-03-2020,16,1
14160,,Jamaica,21-03-2020,16,1
14161,,Jamaica,22-03-2020,19,1
14162,,Jamaica,23-03-2020,19,1
14163,,Jamaica,24-03-2020,21,1
14164,,Jamaica,25-03-2020,26,1
14165,,Jamaica,26-03-2020,26,1
14166,,Jamaica,27-03-2020,26,1
14167,,Jamaica,28-03-2020,30,1
14201,,Japan,22-01-2020,2,0
14202,,Japan,23-01-2020,2,0
14203,,Japan,24-01-2020,2,0
14204,,Japan,25-01-2020,2,0
14205,,Japan,26-01-2020,4,0
14206,,Japan,27-01-2020,4,0
14207,,Japan,28-01-2020,7,0
14208,,Japan,29-01-2020,7,0
14209,,Japan,30-01-2020,11,0
14210,,Japan,31-01-2020,15,0
14211,,Japan,01-02-2020,20,0
14212,,Japan,02-02-2020,20,0
14213,,Japan,03-02-2020,20,0
14214,,Japan,04-02-2020,22,0
14215,,Japan,05-02-2020,22,0
14216,,Japan,06-02-2020,22,0
14217,,Japan,07-02-2020,25,0
14218,,Japan,08-02-2020,25,0
14219,,Japan,09-02-2020,26,0
14220,,Japan,10-02-2020,26,0
14221,,Japan,11-02-2020,26,0
14222,,Japan,12-02-2020,28,0
14223,,Japan,13-02-2020,28,1
14224,,Japan,14-02-2020,29,1
14225,,Japan,15-02-2020,43,1
14226,,Japan,16-02-2020,59,1
14227,,Japan,17-02-2020,66,1
14228,,Japan,18-02-2020,74,1
14229,,Japan,19-02-2020,84,1
14230,,Japan,20-02-2020,94,1
14231,,Japan,21-02-2020,105,1
14232,,Japan,22-02-2020,122,1
14233,,Japan,23-02-2020,147,1
14234,,Japan,24-02-2020,159,1
14235,,Japan,25-02-2020,170,1
14236,,Japan,26-02-2020,189,2
14237,,Japan,27-02-2020,214,4
14238,,Japan,28-02-2020,228,4
14239,,Japan,29-02-2020,241,5
14240,,Japan,01-03-2020,256,6
14241,,Japan,02-03-2020,274,6
14242,,Japan,03-03-2020,293,6
14243,,Japan,04-03-2020,331,6
14244,,Japan,05-03-2020,360,6
14245,,Japan,06-03-2020,420,6
14246,,Japan,07-03-2020,461,6
14247,,Japan,08-03-2020,502,6
14248,,Japan,09-03-2020,511,10
14249,,Japan,10-03-2020,581,10
14250,,Japan,11-03-2020,639,15
14251,,Japan,12-03-2020,639,16
14252,,Japan,13-03-2020,701,19
14253,,Japan,14-03-2020,773,22
14254,,Japan,15-03-2020,839,22
14255,,Japan,16-03-2020,839,27
14256,,Japan,17-03-2020,878,29
14257,,Japan,18-03-2020,889,29
14258,,Japan,19-03-2020,924,29
14259,,Japan,20-03-2020,963,33
14260,,Japan,21-03-2020,1007,35
14261,,Japan,22-03-2020,1101,41
14262,,Japan,23-03-2020,1128,42
14263,,Japan,24-03-2020,1193,43
14264,,Japan,25-03-2020,1307,45
14265,,Japan,26-03-2020,1387,47
14266,,Japan,27-03-2020,1468,49
14267,,Japan,28-03-2020,1693,52
14301,,Jordan,22-01-2020,0,0
14302,,Jordan,23-01-2020,0,0
14303,,Jordan,24-01-2020,0,0
14304,,Jordan,25-01-2020,0,0
14305,,Jordan,26-01-2020,0,0
14306,,Jordan,27-01-2020,0,0
14307,,Jordan,28-01-2020,0,0
14308,,Jordan,29-01-2020,0,0
14309,,Jordan,30-01-2020,0,0
14310,,Jordan,31-01-2020,0,0
14311,,Jordan,01-02-2020,0,0
14312,,Jordan,02-02-2020,0,0
14313,,Jordan,03-02-2020,0,0
14314,,Jordan,04-02-2020,0,0
14315,,Jordan,05-02-2020,0,0
14316,,Jordan,06-02-2020,0,0
14317,,Jordan,07-02-2020,0,0
14318,,Jordan,08-02-2020,0,0
14319,,Jordan,09-02-2020,0,0
14320,,Jordan,10-02-2020,0,0
14321,,Jordan,11-02-2020,0,0
14322,,Jordan,12-02-2020,0,0
14323,,Jordan,13-02-2020,0,0
14324,,Jordan,14-02-2020,0,0
14325,,Jordan,15-02-2020,0,0
14326,,Jordan,16-02-2020,0,0
14327,,Jordan,17-02-2020,0,0
14328,,Jordan,18-02-2020,0,0
14329,,Jordan,19-02-2020,0,0
14330,,Jordan,20-02-2020,0,0
14331,,Jordan,21-02-2020,0,0
14332,,Jordan,22-02-2020,0,0
14333,,Jordan,23-02-2020,0,0
14334,,Jordan,24-02-2020,0,0
14335,,Jordan,25-02-2020,0,0
14336,,Jordan,26-02-2020,0,0
14337,,Jordan,27-02-2020,0,0
14338,,Jordan,28-02-2020,0,0
14339,,Jordan,29-02-2020,0,0
14340,,Jordan,01-03-2020,0,0
14341,,Jordan,02-03-2020,0,0
14342,,Jordan,03-03-2020,1,0
14343,,Jordan,04-03-2020,1,0
14344,,Jordan,05-03-2020,1,0
14345,,Jordan,06-03-2020,1,0
14346,,Jordan,07-03-2020,1,0
14347,,Jordan,08-03-2020,1,0
14348,,Jordan,09-03-2020,1,0
14349,,Jordan,10-03-2020,1,0
14350,,Jordan,11-03-2020,1,0
14351,,Jordan,12-03-2020,1,0
14352,,Jordan,13-03-2020,1,0
14353,,Jordan,14-03-2020,1,0
14354,,Jordan,15-03-2020,8,0
14355,,Jordan,16-03-2020,17,0
14356,,Jordan,17-03-2020,34,0
14357,,Jordan,18-03-2020,52,0
14358,,Jordan,19-03-2020,69,0
14359,,Jordan,20-03-2020,85,0
14360,,Jordan,21-03-2020,85,0
14361,,Jordan,22-03-2020,112,0
14362,,Jordan,23-03-2020,127,0
14363,,Jordan,24-03-2020,154,0
14364,,Jordan,25-03-2020,172,0
14365,,Jordan,26-03-2020,212,0
14366,,Jordan,27-03-2020,235,1
14367,,Jordan,28-03-2020,246,1
14401,,Kazakhstan,22-01-2020,0,0
14402,,Kazakhstan,23-01-2020,0,0
14403,,Kazakhstan,24-01-2020,0,0
14404,,Kazakhstan,25-01-2020,0,0
14405,,Kazakhstan,26-01-2020,0,0
14406,,Kazakhstan,27-01-2020,0,0
14407,,Kazakhstan,28-01-2020,0,0
14408,,Kazakhstan,29-01-2020,0,0
14409,,Kazakhstan,30-01-2020,0,0
14410,,Kazakhstan,31-01-2020,0,0
14411,,Kazakhstan,01-02-2020,0,0
14412,,Kazakhstan,02-02-2020,0,0
14413,,Kazakhstan,03-02-2020,0,0
14414,,Kazakhstan,04-02-2020,0,0
14415,,Kazakhstan,05-02-2020,0,0
14416,,Kazakhstan,06-02-2020,0,0
14417,,Kazakhstan,07-02-2020,0,0
14418,,Kazakhstan,08-02-2020,0,0
14419,,Kazakhstan,09-02-2020,0,0
14420,,Kazakhstan,10-02-2020,0,0
14421,,Kazakhstan,11-02-2020,0,0
14422,,Kazakhstan,12-02-2020,0,0
14423,,Kazakhstan,13-02-2020,0,0
14424,,Kazakhstan,14-02-2020,0,0
14425,,Kazakhstan,15-02-2020,0,0
14426,,Kazakhstan,16-02-2020,0,0
14427,,Kazakhstan,17-02-2020,0,0
14428,,Kazakhstan,18-02-2020,0,0
14429,,Kazakhstan,19-02-2020,0,0
14430,,Kazakhstan,20-02-2020,0,0
14431,,Kazakhstan,21-02-2020,0,0
14432,,Kazakhstan,22-02-2020,0,0
14433,,Kazakhstan,23-02-2020,0,0
14434,,Kazakhstan,24-02-2020,0,0
14435,,Kazakhstan,25-02-2020,0,0
14436,,Kazakhstan,26-02-2020,0,0
14437,,Kazakhstan,27-02-2020,0,0
14438,,Kazakhstan,28-02-2020,0,0
14439,,Kazakhstan,29-02-2020,0,0
14440,,Kazakhstan,01-03-2020,0,0
14441,,Kazakhstan,02-03-2020,0,0
14442,,Kazakhstan,03-03-2020,0,0
14443,,Kazakhstan,04-03-2020,0,0
14444,,Kazakhstan,05-03-2020,0,0
14445,,Kazakhstan,06-03-2020,0,0
14446,,Kazakhstan,07-03-2020,0,0
14447,,Kazakhstan,08-03-2020,0,0
14448,,Kazakhstan,09-03-2020,0,0
14449,,Kazakhstan,10-03-2020,0,0
14450,,Kazakhstan,11-03-2020,0,0
14451,,Kazakhstan,12-03-2020,0,0
14452,,Kazakhstan,13-03-2020,4,0
14453,,Kazakhstan,14-03-2020,6,0
14454,,Kazakhstan,15-03-2020,9,0
14455,,Kazakhstan,16-03-2020,10,0
14456,,Kazakhstan,17-03-2020,33,0
14457,,Kazakhstan,18-03-2020,35,0
14458,,Kazakhstan,19-03-2020,44,0
14459,,Kazakhstan,20-03-2020,49,3
14460,,Kazakhstan,21-03-2020,53,0
14461,,Kazakhstan,22-03-2020,60,0
14462,,Kazakhstan,23-03-2020,62,0
14463,,Kazakhstan,24-03-2020,72,0
14464,,Kazakhstan,25-03-2020,81,0
14465,,Kazakhstan,26-03-2020,111,1
14466,,Kazakhstan,27-03-2020,150,1
14467,,Kazakhstan,28-03-2020,228,1
14501,,Kenya,22-01-2020,0,0
14502,,Kenya,23-01-2020,0,0
14503,,Kenya,24-01-2020,0,0
14504,,Kenya,25-01-2020,0,0
14505,,Kenya,26-01-2020,0,0
14506,,Kenya,27-01-2020,0,0
14507,,Kenya,28-01-2020,0,0
14508,,Kenya,29-01-2020,0,0
14509,,Kenya,30-01-2020,0,0
14510,,Kenya,31-01-2020,0,0
14511,,Kenya,01-02-2020,0,0
14512,,Kenya,02-02-2020,0,0
14513,,Kenya,03-02-2020,0,0
14514,,Kenya,04-02-2020,0,0
14515,,Kenya,05-02-2020,0,0
14516,,Kenya,06-02-2020,0,0
14517,,Kenya,07-02-2020,0,0
14518,,Kenya,08-02-2020,0,0
14519,,Kenya,09-02-2020,0,0
14520,,Kenya,10-02-2020,0,0
14521,,Kenya,11-02-2020,0,0
14522,,Kenya,12-02-2020,0,0
14523,,Kenya,13-02-2020,0,0
14524,,Kenya,14-02-2020,0,0
14525,,Kenya,15-02-2020,0,0
14526,,Kenya,16-02-2020,0,0
14527,,Kenya,17-02-2020,0,0
14528,,Kenya,18-02-2020,0,0
14529,,Kenya,19-02-2020,0,0
14530,,Kenya,20-02-2020,0,0
14531,,Kenya,21-02-2020,0,0
14532,,Kenya,22-02-2020,0,0
14533,,Kenya,23-02-2020,0,0
14534,,Kenya,24-02-2020,0,0
14535,,Kenya,25-02-2020,0,0
14536,,Kenya,26-02-2020,0,0
14537,,Kenya,27-02-2020,0,0
14538,,Kenya,28-02-2020,0,0
14539,,Kenya,29-02-2020,0,0
14540,,Kenya,01-03-2020,0,0
14541,,Kenya,02-03-2020,0,0
14542,,Kenya,03-03-2020,0,0
14543,,Kenya,04-03-2020,0,0
14544,,Kenya,05-03-2020,0,0
14545,,Kenya,06-03-2020,0,0
14546,,Kenya,07-03-2020,0,0
14547,,Kenya,08-03-2020,0,0
14548,,Kenya,09-03-2020,0,0
14549,,Kenya,10-03-2020,0,0
14550,,Kenya,11-03-2020,0,0
14551,,Kenya,12-03-2020,0,0
14552,,Kenya,13-03-2020,1,0
14553,,Kenya,14-03-2020,1,0
14554,,Kenya,15-03-2020,3,0
14555,,Kenya,16-03-2020,3,0
14556,,Kenya,17-03-2020,3,0
14557,,Kenya,18-03-2020,3,0
14558,,Kenya,19-03-2020,7,0
14559,,Kenya,20-03-2020,7,0
14560,,Kenya,21-03-2020,7,0
14561,,Kenya,22-03-2020,15,0
14562,,Kenya,23-03-2020,16,0
14563,,Kenya,24-03-2020,25,0
14564,,Kenya,25-03-2020,28,0
14565,,Kenya,26-03-2020,31,1
14566,,Kenya,27-03-2020,31,1
14567,,Kenya,28-03-2020,38,1
14601,,"Korea, South",22-01-2020,1,0
14602,,"Korea, South",23-01-2020,1,0
14603,,"Korea, South",24-01-2020,2,0
14604,,"Korea, South",25-01-2020,2,0
14605,,"Korea, South",26-01-2020,3,0
14606,,"Korea, South",27-01-2020,4,0
14607,,"Korea, South",28-01-2020,4,0
14608,,"Korea, South",29-01-2020,4,0
14609,,"Korea, South",30-01-2020,4,0
14610,,"Korea, South",31-01-2020,11,0
14611,,"Korea, South",01-02-2020,12,0
14612,,"Korea, South",02-02-2020,15,0
14613,,"Korea, South",03-02-2020,15,0
14614,,"Korea, South",04-02-2020,16,0
14615,,"Korea, South",05-02-2020,19,0
14616,,"Korea, South",06-02-2020,23,0
14617,,"Korea, South",07-02-2020,24,0
14618,,"Korea, South",08-02-2020,24,0
14619,,"Korea, South",09-02-2020,25,0
14620,,"Korea, South",10-02-2020,27,0
14621,,"Korea, South",11-02-2020,28,0
14622,,"Korea, South",12-02-2020,28,0
14623,,"Korea, South",13-02-2020,28,0
14624,,"Korea, South",14-02-2020,28,0
14625,,"Korea, South",15-02-2020,28,0
14626,,"Korea, South",16-02-2020,29,0
14627,,"Korea, South",17-02-2020,30,0
14628,,"Korea, South",18-02-2020,31,0
14629,,"Korea, South",19-02-2020,31,0
14630,,"Korea, South",20-02-2020,104,1
14631,,"Korea, South",21-02-2020,204,2
14632,,"Korea, South",22-02-2020,433,2
14633,,"Korea, South",23-02-2020,602,6
14634,,"Korea, South",24-02-2020,833,8
14635,,"Korea, South",25-02-2020,977,10
14636,,"Korea, South",26-02-2020,1261,12
14637,,"Korea, South",27-02-2020,1766,13
14638,,"Korea, South",28-02-2020,2337,13
14639,,"Korea, South",29-02-2020,3150,16
14640,,"Korea, South",01-03-2020,3736,17
14641,,"Korea, South",02-03-2020,4335,28
14642,,"Korea, South",03-03-2020,5186,28
14643,,"Korea, South",04-03-2020,5621,35
14644,,"Korea, South",05-03-2020,6088,35
14645,,"Korea, South",06-03-2020,6593,42
14646,,"Korea, South",07-03-2020,7041,44
14647,,"Korea, South",08-03-2020,7314,50
14648,,"Korea, South",09-03-2020,7478,53
14649,,"Korea, South",10-03-2020,7513,54
14650,,"Korea, South",11-03-2020,7755,60
14651,,"Korea, South",12-03-2020,7869,66
14652,,"Korea, South",13-03-2020,7979,66
14653,,"Korea, South",14-03-2020,8086,72
14654,,"Korea, South",15-03-2020,8162,75
14655,,"Korea, South",16-03-2020,8236,75
14656,,"Korea, South",17-03-2020,8320,81
14657,,"Korea, South",18-03-2020,8413,84
14658,,"Korea, South",19-03-2020,8565,91
14659,,"Korea, South",20-03-2020,8652,94
14660,,"Korea, South",21-03-2020,8799,102
14661,,"Korea, South",22-03-2020,8961,111
14662,,"Korea, South",23-03-2020,8961,111
14663,,"Korea, South",24-03-2020,9037,120
14664,,"Korea, South",25-03-2020,9137,126
14665,,"Korea, South",26-03-2020,9241,131
14666,,"Korea, South",27-03-2020,9332,139
14667,,"Korea, South",28-03-2020,9478,144
14701,,Kuwait,22-01-2020,0,0
14702,,Kuwait,23-01-2020,0,0
14703,,Kuwait,24-01-2020,0,0
14704,,Kuwait,25-01-2020,0,0
14705,,Kuwait,26-01-2020,0,0
14706,,Kuwait,27-01-2020,0,0
14707,,Kuwait,28-01-2020,0,0
14708,,Kuwait,29-01-2020,0,0
14709,,Kuwait,30-01-2020,0,0
14710,,Kuwait,31-01-2020,0,0
14711,,Kuwait,01-02-2020,0,0
14712,,Kuwait,02-02-2020,0,0
14713,,Kuwait,03-02-2020,0,0
14714,,Kuwait,04-02-2020,0,0
14715,,Kuwait,05-02-2020,0,0
14716,,Kuwait,06-02-2020,0,0
14717,,Kuwait,07-02-2020,0,0
14718,,Kuwait,08-02-2020,0,0
14719,,Kuwait,09-02-2020,0,0
14720,,Kuwait,10-02-2020,0,0
14721,,Kuwait,11-02-2020,0,0
14722,,Kuwait,12-02-2020,0,0
14723,,Kuwait,13-02-2020,0,0
14724,,Kuwait,14-02-2020,0,0
14725,,Kuwait,15-02-2020,0,0
14726,,Kuwait,16-02-2020,0,0
14727,,Kuwait,17-02-2020,0,0
14728,,Kuwait,18-02-2020,0,0
14729,,Kuwait,19-02-2020,0,0
14730,,Kuwait,20-02-2020,0,0
14731,,Kuwait,21-02-2020,0,0
14732,,Kuwait,22-02-2020,0,0
14733,,Kuwait,23-02-2020,0,0
14734,,Kuwait,24-02-2020,1,0
14735,,Kuwait,25-02-2020,11,0
14736,,Kuwait,26-02-2020,26,0
14737,,Kuwait,27-02-2020,43,0
14738,,Kuwait,28-02-2020,45,0
14739,,Kuwait,29-02-2020,45,0
14740,,Kuwait,01-03-2020,45,0
14741,,Kuwait,02-03-2020,56,0
14742,,Kuwait,03-03-2020,56,0
14743,,Kuwait,04-03-2020,56,0
14744,,Kuwait,05-03-2020,58,0
14745,,Kuwait,06-03-2020,58,0
14746,,Kuwait,07-03-2020,61,0
14747,,Kuwait,08-03-2020,64,0
14748,,Kuwait,09-03-2020,64,0
14749,,Kuwait,10-03-2020,69,0
14750,,Kuwait,11-03-2020,72,0
14751,,Kuwait,12-03-2020,80,0
14752,,Kuwait,13-03-2020,80,0
14753,,Kuwait,14-03-2020,104,0
14754,,Kuwait,15-03-2020,112,0
14755,,Kuwait,16-03-2020,123,0
14756,,Kuwait,17-03-2020,130,0
14757,,Kuwait,18-03-2020,142,0
14758,,Kuwait,19-03-2020,148,0
14759,,Kuwait,20-03-2020,159,0
14760,,Kuwait,21-03-2020,176,0
14761,,Kuwait,22-03-2020,188,0
14762,,Kuwait,23-03-2020,189,0
14763,,Kuwait,24-03-2020,191,0
14764,,Kuwait,25-03-2020,195,0
14765,,Kuwait,26-03-2020,208,0
14766,,Kuwait,27-03-2020,225,0
14767,,Kuwait,28-03-2020,235,0
14801,,Kyrgyzstan,22-01-2020,0,0
14802,,Kyrgyzstan,23-01-2020,0,0
14803,,Kyrgyzstan,24-01-2020,0,0
14804,,Kyrgyzstan,25-01-2020,0,0
14805,,Kyrgyzstan,26-01-2020,0,0
14806,,Kyrgyzstan,27-01-2020,0,0
14807,,Kyrgyzstan,28-01-2020,0,0
14808,,Kyrgyzstan,29-01-2020,0,0
14809,,Kyrgyzstan,30-01-2020,0,0
14810,,Kyrgyzstan,31-01-2020,0,0
14811,,Kyrgyzstan,01-02-2020,0,0
14812,,Kyrgyzstan,02-02-2020,0,0
14813,,Kyrgyzstan,03-02-2020,0,0
14814,,Kyrgyzstan,04-02-2020,0,0
14815,,Kyrgyzstan,05-02-2020,0,0
14816,,Kyrgyzstan,06-02-2020,0,0
14817,,Kyrgyzstan,07-02-2020,0,0
14818,,Kyrgyzstan,08-02-2020,0,0
14819,,Kyrgyzstan,09-02-2020,0,0
14820,,Kyrgyzstan,10-02-2020,0,0
14821,,Kyrgyzstan,11-02-2020,0,0
14822,,Kyrgyzstan,12-02-2020,0,0
14823,,Kyrgyzstan,13-02-2020,0,0
14824,,Kyrgyzstan,14-02-2020,0,0
14825,,Kyrgyzstan,15-02-2020,0,0
14826,,Kyrgyzstan,16-02-2020,0,0
14827,,Kyrgyzstan,17-02-2020,0,0
14828,,Kyrgyzstan,18-02-2020,0,0
14829,,Kyrgyzstan,19-02-2020,0,0
14830,,Kyrgyzstan,20-02-2020,0,0
14831,,Kyrgyzstan,21-02-2020,0,0
14832,,Kyrgyzstan,22-02-2020,0,0
14833,,Kyrgyzstan,23-02-2020,0,0
14834,,Kyrgyzstan,24-02-2020,0,0
14835,,Kyrgyzstan,25-02-2020,0,0
14836,,Kyrgyzstan,26-02-2020,0,0
14837,,Kyrgyzstan,27-02-2020,0,0
14838,,Kyrgyzstan,28-02-2020,0,0
14839,,Kyrgyzstan,29-02-2020,0,0
14840,,Kyrgyzstan,01-03-2020,0,0
14841,,Kyrgyzstan,02-03-2020,0,0
14842,,Kyrgyzstan,03-03-2020,0,0
14843,,Kyrgyzstan,04-03-2020,0,0
14844,,Kyrgyzstan,05-03-2020,0,0
14845,,Kyrgyzstan,06-03-2020,0,0
14846,,Kyrgyzstan,07-03-2020,0,0
14847,,Kyrgyzstan,08-03-2020,0,0
14848,,Kyrgyzstan,09-03-2020,0,0
14849,,Kyrgyzstan,10-03-2020,0,0
14850,,Kyrgyzstan,11-03-2020,0,0
14851,,Kyrgyzstan,12-03-2020,0,0
14852,,Kyrgyzstan,13-03-2020,0,0
14853,,Kyrgyzstan,14-03-2020,0,0
14854,,Kyrgyzstan,15-03-2020,0,0
14855,,Kyrgyzstan,16-03-2020,0,0
14856,,Kyrgyzstan,17-03-2020,0,0
14857,,Kyrgyzstan,18-03-2020,3,0
14858,,Kyrgyzstan,19-03-2020,3,0
14859,,Kyrgyzstan,20-03-2020,6,0
14860,,Kyrgyzstan,21-03-2020,14,0
14861,,Kyrgyzstan,22-03-2020,14,0
14862,,Kyrgyzstan,23-03-2020,16,0
14863,,Kyrgyzstan,24-03-2020,42,0
14864,,Kyrgyzstan,25-03-2020,44,0
14865,,Kyrgyzstan,26-03-2020,44,0
14866,,Kyrgyzstan,27-03-2020,58,0
14867,,Kyrgyzstan,28-03-2020,58,0
14901,,Laos,22-01-2020,0,0
14902,,Laos,23-01-2020,0,0
14903,,Laos,24-01-2020,0,0
14904,,Laos,25-01-2020,0,0
14905,,Laos,26-01-2020,0,0
14906,,Laos,27-01-2020,0,0
14907,,Laos,28-01-2020,0,0
14908,,Laos,29-01-2020,0,0
14909,,Laos,30-01-2020,0,0
14910,,Laos,31-01-2020,0,0
14911,,Laos,01-02-2020,0,0
14912,,Laos,02-02-2020,0,0
14913,,Laos,03-02-2020,0,0
14914,,Laos,04-02-2020,0,0
14915,,Laos,05-02-2020,0,0
14916,,Laos,06-02-2020,0,0
14917,,Laos,07-02-2020,0,0
14918,,Laos,08-02-2020,0,0
14919,,Laos,09-02-2020,0,0
14920,,Laos,10-02-2020,0,0
14921,,Laos,11-02-2020,0,0
14922,,Laos,12-02-2020,0,0
14923,,Laos,13-02-2020,0,0
14924,,Laos,14-02-2020,0,0
14925,,Laos,15-02-2020,0,0
14926,,Laos,16-02-2020,0,0
14927,,Laos,17-02-2020,0,0
14928,,Laos,18-02-2020,0,0
14929,,Laos,19-02-2020,0,0
14930,,Laos,20-02-2020,0,0
14931,,Laos,21-02-2020,0,0
14932,,Laos,22-02-2020,0,0
14933,,Laos,23-02-2020,0,0
14934,,Laos,24-02-2020,0,0
14935,,Laos,25-02-2020,0,0
14936,,Laos,26-02-2020,0,0
14937,,Laos,27-02-2020,0,0
14938,,Laos,28-02-2020,0,0
14939,,Laos,29-02-2020,0,0
14940,,Laos,01-03-2020,0,0
14941,,Laos,02-03-2020,0,0
14942,,Laos,03-03-2020,0,0
14943,,Laos,04-03-2020,0,0
14944,,Laos,05-03-2020,0,0
14945,,Laos,06-03-2020,0,0
14946,,Laos,07-03-2020,0,0
14947,,Laos,08-03-2020,0,0
14948,,Laos,09-03-2020,0,0
14949,,Laos,10-03-2020,0,0
14950,,Laos,11-03-2020,0,0
14951,,Laos,12-03-2020,0,0
14952,,Laos,13-03-2020,0,0
14953,,Laos,14-03-2020,0,0
14954,,Laos,15-03-2020,0,0
14955,,Laos,16-03-2020,0,0
14956,,Laos,17-03-2020,0,0
14957,,Laos,18-03-2020,0,0
14958,,Laos,19-03-2020,0,0
14959,,Laos,20-03-2020,0,0
14960,,Laos,21-03-2020,0,0
14961,,Laos,22-03-2020,0,0
14962,,Laos,23-03-2020,0,0
14963,,Laos,24-03-2020,2,0
14964,,Laos,25-03-2020,3,0
14965,,Laos,26-03-2020,6,0
14966,,Laos,27-03-2020,6,0
14967,,Laos,28-03-2020,8,0
15001,,Latvia,22-01-2020,0,0
15002,,Latvia,23-01-2020,0,0
15003,,Latvia,24-01-2020,0,0
15004,,Latvia,25-01-2020,0,0
15005,,Latvia,26-01-2020,0,0
15006,,Latvia,27-01-2020,0,0
15007,,Latvia,28-01-2020,0,0
15008,,Latvia,29-01-2020,0,0
15009,,Latvia,30-01-2020,0,0
15010,,Latvia,31-01-2020,0,0
15011,,Latvia,01-02-2020,0,0
15012,,Latvia,02-02-2020,0,0
15013,,Latvia,03-02-2020,0,0
15014,,Latvia,04-02-2020,0,0
15015,,Latvia,05-02-2020,0,0
15016,,Latvia,06-02-2020,0,0
15017,,Latvia,07-02-2020,0,0
15018,,Latvia,08-02-2020,0,0
15019,,Latvia,09-02-2020,0,0
15020,,Latvia,10-02-2020,0,0
15021,,Latvia,11-02-2020,0,0
15022,,Latvia,12-02-2020,0,0
15023,,Latvia,13-02-2020,0,0
15024,,Latvia,14-02-2020,0,0
15025,,Latvia,15-02-2020,0,0
15026,,Latvia,16-02-2020,0,0
15027,,Latvia,17-02-2020,0,0
15028,,Latvia,18-02-2020,0,0
15029,,Latvia,19-02-2020,0,0
15030,,Latvia,20-02-2020,0,0
15031,,Latvia,21-02-2020,0,0
15032,,Latvia,22-02-2020,0,0
15033,,Latvia,23-02-2020,0,0
15034,,Latvia,24-02-2020,0,0
15035,,Latvia,25-02-2020,0,0
15036,,Latvia,26-02-2020,0,0
15037,,Latvia,27-02-2020,0,0
15038,,Latvia,28-02-2020,0,0
15039,,Latvia,29-02-2020,0,0
15040,,Latvia,01-03-2020,0,0
15041,,Latvia,02-03-2020,1,0
15042,,Latvia,03-03-2020,1,0
15043,,Latvia,04-03-2020,1,0
15044,,Latvia,05-03-2020,1,0
15045,,Latvia,06-03-2020,1,0
15046,,Latvia,07-03-2020,1,0
15047,,Latvia,08-03-2020,2,0
15048,,Latvia,09-03-2020,6,0
15049,,Latvia,10-03-2020,8,0
15050,,Latvia,11-03-2020,10,0
15051,,Latvia,12-03-2020,10,0
15052,,Latvia,13-03-2020,17,0
15053,,Latvia,14-03-2020,26,0
15054,,Latvia,15-03-2020,30,0
15055,,Latvia,16-03-2020,34,0
15056,,Latvia,17-03-2020,49,0
15057,,Latvia,18-03-2020,71,0
15058,,Latvia,19-03-2020,86,0
15059,,Latvia,20-03-2020,111,0
15060,,Latvia,21-03-2020,124,0
15061,,Latvia,22-03-2020,139,0
15062,,Latvia,23-03-2020,180,0
15063,,Latvia,24-03-2020,197,0
15064,,Latvia,25-03-2020,221,0
15065,,Latvia,26-03-2020,244,0
15066,,Latvia,27-03-2020,280,0
15067,,Latvia,28-03-2020,305,0
15101,,Lebanon,22-01-2020,0,0
15102,,Lebanon,23-01-2020,0,0
15103,,Lebanon,24-01-2020,0,0
15104,,Lebanon,25-01-2020,0,0
15105,,Lebanon,26-01-2020,0,0
15106,,Lebanon,27-01-2020,0,0
